阶段,分组,小组排名,球队,球员姓名,位置,号码,国籍,出生日期,年龄,身高(cm),体重(kg),球员来源ID,照片URL
世界杯小组赛,Group G,1,Belgium,Alexis SAELEMAEKERS,MF,22,BEL,1999/6/27,27,180,72,433092,https://digitalhub.fifa.com/transform/f4764c32-f702-4695-9658-28479916fa99/SAELEMAEKERS-Alexis_433092
世界杯小组赛,Group G,1,Belgium,Nicolas RASKIN,MF,23,BEL,2001/2/23,25,178,76,495349,https://digitalhub.fifa.com/transform/2a366682-88f4-4d6f-ae54-e474030615cc/RASKIN-Nicolas_495349
世界杯小组赛,Group G,1,Belgium,Amadou ONANA,MF,24,BEL,2001/8/16,24,192,76,448364,https://digitalhub.fifa.com/transform/697ee4f8-3df1-4ce5-a8b9-c9dae1ed6aba/ONANA-Amadou_448364
世界杯小组赛,Group G,1,Belgium,Romelu LUKAKU,FW,9,BEL,1993/5/13,33,190,103,358112,https://digitalhub.fifa.com/transform/302b7fb7-6964-4a52-8db4-9c12778b80fa/LUKAKU-Romelu_358112
世界杯小组赛,Group G,1,Belgium,Leandro TROSSARD,FW,10,BEL,1994/12/4,31,172,65,448355,https://digitalhub.fifa.com/transform/78476568-5abb-4047-b6c0-fd9651e0f39d/TROSSARD-Leandro_448355
世界杯小组赛,Group G,1,Belgium,Jeremy DOKU,FW,11,BEL,2002/5/27,24,173,82,448341,https://digitalhub.fifa.com/transform/df41be47-900d-41fe-90eb-b493f7609869/DOKU-Jeremy_448341
世界杯小组赛,Group G,1,Belgium,Dodi LUKEBAKIO,FW,14,BEL,1997/9/24,28,184,77,448377,https://digitalhub.fifa.com/transform/5672576a-616d-45a3-8f06-95aa772bb821/LUKEBAKIO-Dodi_448377
世界杯小组赛,Group G,1,Belgium,Charles DE KETELAERE,FW,17,BEL,2001/3/10,25,192,83,448362,https://digitalhub.fifa.com/transform/2ce231c2-05f7-4353-921c-242c863a8d54/DE-KETELAERE-Charles_448362
世界杯小组赛,Group G,1,Belgium,Matias FERNANDEZ-PARDO,FW,26,BEL,2005/2/3,21,188,86,494025,https://digitalhub.fifa.com/transform/568ca230-b521-4f9c-9601-fb0cb6841fde/FERNANDEZ-PARDO-Matias_494025
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Nikola VASILJ,GK,1,BIH,1995/12/2,30,193,86,482978,https://digitalhub.fifa.com/transform/be1c5819-9bc1-4bf3-b677-9172d1be6bea/VASILJ-Nikola_482978
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Mladen JURKAS,GK,12,BIH,2007/10/7,18,193,90,522842,https://digitalhub.fifa.com/transform/d568a177-8466-4ef0-89d6-990d70cac911/JURKAS-Mladen_522842
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Martin ZLOMISLIC,GK,22,BIH,1998/8/16,27,189,85,491228,https://digitalhub.fifa.com/transform/c2bf5ce5-0160-4561-a0e0-4508621e1820/ZLOMISLIC-Martin_491228
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Nihad MUJAKIC,DF,2,BIH,1998/4/15,28,189,79,482969,https://digitalhub.fifa.com/transform/2722d62f-602e-4c37-8513-f74b7d11efe4/MUJAKIC-Nihad_482969
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Dennis HADZIKADUNIC,DF,3,BIH,1998/7/9,27,191,81,430194,https://digitalhub.fifa.com/transform/6cacbe9a-89b9-4eee-8d20-4e68fc0ef7ad/HADZIKADUNIC-Dennis_430194
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Tarik MUHAREMOVIC,DF,4,BIH,2003/2/28,23,192,84,484022,https://digitalhub.fifa.com/transform/a230cb00-997c-4a8c-9983-b03fa2dbe2ad/MUHAREMOVIC-Tarik_484022
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Sead KOLASINAC,DF,5,BIH,1993/6/20,33,183,84,376230,https://digitalhub.fifa.com/transform/bed62578-6b40-402e-8c63-94159988fe95/KOLASINAC-Sead_376230
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Amar DEDIC,DF,7,BIH,2002/8/18,23,180,74,482976,https://digitalhub.fifa.com/transform/87dcec5a-fbf4-45d7-8f1e-26e00140cce7/DEDIC-Amar_482976
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Nikola KATIC,DF,18,BIH,1996/10/10,29,194,90,489520,https://digitalhub.fifa.com/transform/71b1a703-25aa-4193-8bd7-daf0108e7009/KATIC-Nikola_489520
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Stjepan RADELJIC,DF,21,BIH,1997/9/5,28,201,91,489521,https://digitalhub.fifa.com/transform/d1b9ca91-fc68-44ee-8548-8f2fb4d10a46/RADELJIC-Stjepan_489521
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Arjan MALIC,DF,24,BIH,2005/8/28,20,188,76,494639,https://digitalhub.fifa.com/transform/8b907cf5-e659-4584-acc5-5b0db0f85594/MALIC-Arjan_494639
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Benjamin TAHIROVIC,MF,6,BIH,2003/3/3,23,191,84,483966,https://digitalhub.fifa.com/transform/998f85b6-06db-4822-99de-68010b6cdc61/TAHIROVIC-Benjamin_483966
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Armin GIGOVIC,MF,8,BIH,2002/4/6,24,187,77,489523,https://digitalhub.fifa.com/transform/41529cf6-4725-4885-abc1-00dc358ca8b9/GIGOVIC-Armin_489523
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Ivan BASIC,MF,13,BIH,2002/4/30,24,178,76,482974,https://digitalhub.fifa.com/transform/7ab9c56e-39f0-4d4a-b5c4-e0583fd57319/BASIC-Ivan_482974
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Ivan SUNJIC,MF,14,BIH,1996/10/9,29,183,70,372436,https://digitalhub.fifa.com/transform/ddc91c53-fc37-453c-b16e-50ef5e2dd2da/SUNJIC-Ivan_372436
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Amar MEMIC,MF,15,BIH,2001/1/20,25,176,72,494640,https://digitalhub.fifa.com/transform/c57e2c22-f510-4109-b3e7-72b5a6b862a9/MEMIC-Amar_494640
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Amir HADZIAHMETOVIC,MF,16,BIH,1997/3/8,29,179,71,430196,https://digitalhub.fifa.com/transform/bbe9f175-c9cd-4a96-a655-cb2c4321d03b/HADZIAHMETOVIC-Amir_430196
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Dzenis BURNIC,MF,17,BIH,1998/5/22,28,182,73,389886,https://digitalhub.fifa.com/transform/87cebb80-d20e-42c4-9030-8adcb1a3e1a8/BURNIC-Dzenis_389886
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Ermin MAHMIC,MF,26,BIH,2005/3/14,21,182,80,522846,https://digitalhub.fifa.com/transform/ef292137-a5b1-44b8-b329-031d23320552/MAHMIC-Ermin_522846
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Samed BAZDAR,FW,9,BIH,2004/1/31,22,189,80,485063,https://digitalhub.fifa.com/transform/5bd9c46f-fb55-4097-ae91-9c7e4f6bb308/BAZDAR-Samed_485063
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Ermedin DEMIROVIC,FW,10,BIH,1998/3/25,28,185,84,436743,https://digitalhub.fifa.com/transform/b9e9f187-0936-4aba-9c70-2a4bcf2281e0/DEMIROVIC-Ermedin_436743
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Edin DZEKO,FW,11,BIH,1986/3/17,40,192,80,300409,https://digitalhub.fifa.com/transform/b5fa7216-27c0-4652-b7df-b099e97a5604/DZEKO-Edin_300409
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Kerim ALAJBEGOVIC,FW,19,BIH,2007/9/21,18,186,74,504990,https://digitalhub.fifa.com/transform/9587bf1f-6c8f-4b8d-80c7-799edc4a7036/ALAJBEGOVIC-Kerim_504990
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Esmir BAJRAKTAREVIC,FW,20,BIH,2005/3/10,21,175,67,464566,https://digitalhub.fifa.com/transform/6a74409c-c030-405e-a042-1c01f408eeff/BAJRAKTAREVIC-Esmir_464566
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Haris TABAKOVIC,FW,23,BIH,1994/6/20,32,196,90,482984,https://digitalhub.fifa.com/transform/b84ad80f-6b2b-455d-9c2e-f71195b5c2ba/TABAKOVIC-Haris_482984
世界杯小组赛,Group B,3,Bosnia and Herzegovina,Jovo LUKIC,FW,25,BIH,1998/11/28,27,190,80,519954,https://digitalhub.fifa.com/transform/8fc08945-7c3e-4e0f-95b4-0c94a72a718d/LUKIC-Jovo_519954
世界杯小组赛,Group C,1,Brazil,ALISSON,GK,1,BRA,1992/10/2,33,193,91,308370,https://digitalhub.fifa.com/transform/6b051628-d407-41ce-8a60-dc354ac4ccb8/ALISSON_308370
世界杯小组赛,Group C,1,Brazil,WEVERTON,GK,12,BRA,1987/12/13,38,189,84,396315,https://digitalhub.fifa.com/transform/c66a5712-81fa-4527-9e5a-8221f11b3274/WEVERTON_396315
世界杯小组赛,Group C,1,Brazil,EDERSON,GK,23,BRA,1993/8/17,32,188,90,395427,https://digitalhub.fifa.com/transform/2a1d5731-391b-4644-a926-1bc899b86c81/EDERSON_395427
世界杯小组赛,Group C,1,Brazil,GABRIEL MAGALHAES,DF,3,BRA,1997/12/19,28,190,92,430601,https://digitalhub.fifa.com/transform/b5870a76-5391-40b7-a348-e2b17995637b/GABRIEL-MAGALHAES_430601
世界杯小组赛,Group C,1,Brazil,MARQUINHOS,DF,4,BRA,1994/5/14,32,183,79,332946,https://digitalhub.fifa.com/transform/30069661-f88d-4ff7-9c4e-071a5cf3c093/MARQUINHOS_332946
世界杯小组赛,Group C,1,Brazil,ALEX SANDRO,DF,6,BRA,1991/1/26,35,180,82,335658,https://digitalhub.fifa.com/transform/c9b49c28-0494-4261-bb60-c2848b4e1120/ALEX-SANDRO_335658
世界杯小组赛,Group C,1,Brazil,DANILO,DF,13,BRA,1991/7/15,34,184,84,335656,https://digitalhub.fifa.com/transform/364f443f-83df-4e8e-803c-765feae146a3/DANILO_335656
世界杯小组赛,Group C,1,Brazil,BREMER,DF,14,BRA,1997/3/18,29,188,87,431889,https://digitalhub.fifa.com/transform/65ba7159-8278-4610-ac57-2cb9f2bbf11b/BREMER_431889
世界杯小组赛,Group C,1,Brazil,LEO PEREIRA,DF,15,BRA,1996/1/31,30,189,80,371956,https://digitalhub.fifa.com/transform/9f0ecbc1-e1f8-4c5a-a39b-34902fd3cfe7/LEO-PEREIRA_371956
世界杯小组赛,Group C,1,Brazil,DOUGLAS SANTOS,DF,16,BRA,1994/3/22,32,173,69,367981,https://digitalhub.fifa.com/transform/7cef9b58-da05-42ba-afe9-aebcd4d40a0e/DOUGLAS-SANTOS_367981
世界杯小组赛,Group C,1,Brazil,ROGER IBANEZ,DF,24,BRA,1998/11/23,27,186,80,430594,https://digitalhub.fifa.com/transform/0b88bb57-5b4b-448f-9af1-44869f36172a/ROGER-IBANEZ_430594
世界杯小组赛,Group C,1,Brazil,EDERSON SILVA,MF,2,BRA,1999/7/7,26,184,87,485069,https://digitalhub.fifa.com/transform/5e5df9e4-86e2-4292-bc7a-8e95b4aa7e47/EDERSON-SILVA_485069
世界杯小组赛,Group C,1,Brazil,CASEMIRO,MF,5,BRA,1992/2/23,34,185,84,308386,https://digitalhub.fifa.com/transform/49558d20-3d5d-4afb-bf2a-9dc1ab60a6e6/CASEMIRO_308386
世界杯小组赛,Group C,1,Brazil,BRUNO GUIMARAES,MF,8,BRA,1997/11/16,28,182,78,430605,https://digitalhub.fifa.com/transform/0215cb23-c389-4c5a-9bb0-c7044ae7059a/BRUNO-GUIMARAES_430605
世界杯小组赛,Group C,1,Brazil,FABINHO,MF,17,BRA,1993/10/23,32,188,79,394456,https://digitalhub.fifa.com/transform/f32cd105-d97b-4a7b-8eb0-258271640a72/FABINHO_394456
世界杯小组赛,Group C,1,Brazil,DANILO SANTOS,MF,18,BRA,2001/4/29,25,177,70,429392,https://digitalhub.fifa.com/transform/e564b92f-7a69-49fe-b259-c5deebf6e451/DANILO-SANTOS_429392
世界杯小组赛,Group C,1,Brazil,LUCAS PAQUETA,MF,20,BRA,1997/8/27,28,183,73,411726,https://digitalhub.fifa.com/transform/7d7fce96-8d80-43c3-aa72-c45c44d370c5/LUCAS-PAQUETA_411726
世界杯小组赛,Group C,1,Brazil,VINICIUS JUNIOR,FW,7,BRA,2000/7/12,25,176,77,405742,https://digitalhub.fifa.com/transform/1c2722c3-a70b-49d8-bdb4-77109161f533/VINICIUS-JUNIOR_405742
世界杯小组赛,Group C,1,Brazil,MATHEUS CUNHA,FW,9,BRA,1999/5/27,27,183,82,430609,https://digitalhub.fifa.com/transform/9189da72-e1b5-4e7b-800d-7eeca119f08c/MATHEUS-CUNHA_430609
世界杯小组赛,Group C,1,Brazil,NEYMAR JR,FW,10,BRA,1992/2/5,34,175,74,314197,https://digitalhub.fifa.com/transform/49424ad5-f8d5-485a-a55b-07c22b49bd07/NEYMAR_314197
世界杯小组赛,Group C,1,Brazil,RAPHINHA,FW,11,BRA,1996/12/14,29,176,64,433872,https://digitalhub.fifa.com/transform/b4def0b2-7d6f-4f3a-bcde-600b292096d6/RAPHINHA_433872
世界杯小组赛,Group C,1,Brazil,ENDRICK,FW,19,BRA,2006/7/21,19,172,67,463746,https://digitalhub.fifa.com/transform/a3eda53d-b792-4cbf-8924-159d1b6d75af/ENDRICK_463746
世界杯小组赛,Group C,1,Brazil,LUIZ HENRIQUE,FW,21,BRA,2001/1/2,25,182,77,448420,https://digitalhub.fifa.com/transform/a2b269b6-cc1d-4693-b72a-6359c41597b7/LUIZ-HENRIQUE_448420
世界杯小组赛,Group C,1,Brazil,GABRIEL MARTINELLI,FW,22,BRA,2001/6/18,25,178,74,430597,https://digitalhub.fifa.com/transform/4ef5dbd2-50dc-4def-8ae5-5c9f6fee72c2/GABRIEL-MARTINELLI_430597
世界杯小组赛,Group C,1,Brazil,IGOR THIAGO,FW,25,BRA,2001/6/26,25,190,95,519836,https://digitalhub.fifa.com/transform/d547cc13-69d0-4204-91bf-baf63bbb7328/IGOR-THIAGO_519836
世界杯小组赛,Group C,1,Brazil,RAYAN,FW,26,BRA,2006/8/3,19,187,88,475036,https://digitalhub.fifa.com/transform/c5de4283-2fbb-4691-8de4-39959ad7b755/RAYAN_475036
世界杯小组赛,Group H,2,Cabo Verde,VOZINHA,GK,1,CPV,1986/6/3,40,189,74,364752,https://digitalhub.fifa.com/transform/b8286230-b161-484e-87a9-ce5a20e6f7d1/VOZINHA_364752
世界杯小组赛,Group H,2,Cabo Verde,MARCIO ROSA,GK,12,CPV,1997/2/23,29,186,82,407114,https://digitalhub.fifa.com/transform/fcc402a3-4dbd-4c2e-9856-c8a3104ce221/MARCIO-ROSA_407114
世界杯小组赛,Group H,2,Cabo Verde,CJ DOS SANTOS,GK,23,CPV,2000/8/24,25,189,79,406281,https://digitalhub.fifa.com/transform/ecf9ed76-fe11-4089-96d4-8126286db543/CJ-DOS-SANTOS_406281
世界杯小组赛,Group H,2,Cabo Verde,STOPIRA,DF,2,CPV,1988/5/20,38,178,72,297266,https://digitalhub.fifa.com/transform/2cf947a1-aabe-4e69-84c7-4e22c24e01da/STOPIRA_297266
世界杯小组赛,Group H,2,Cabo Verde,DINEY BORGES,DF,3,CPV,1995/1/17,31,185,78,409241,https://digitalhub.fifa.com/transform/9bffceda-d572-41b1-917b-06196bbffb3c/DINEY-BORGES_409241
世界杯小组赛,Group H,2,Cabo Verde,PICO LOPES,DF,4,CPV,1992/6/17,34,186,83,477770,https://digitalhub.fifa.com/transform/aae92383-d5ce-4d00-8eb8-71891a619d11/PICO-LOPES_477770
世界杯小组赛,Group H,2,Cabo Verde,LOGAN COSTA,DF,5,CPV,2001/4/1,25,190,91,477831,https://digitalhub.fifa.com/transform/248677f0-fc09-4244-a18f-7ef9afb98dcc/LOGAN-COSTA_477831
世界杯小组赛,Group H,2,Cabo Verde,SIDNY LOPES CABRAL,DF,13,CPV,2002/9/18,23,176,73,477832,https://digitalhub.fifa.com/transform/4fd8eea9-a8fe-4571-8bbc-fe728f6160e7/SIDNY-LOPES-CABRAL_477832
世界杯小组赛,Group H,2,Cabo Verde,STEVEN MOREIRA,DF,22,CPV,1994/8/13,31,178,72,477847,https://digitalhub.fifa.com/transform/79a2bdd5-b9a9-41d1-8fdd-3dff50346705/STEVEN-MOREIRA_477847
世界杯小组赛,Group H,2,Cabo Verde,WAGNER PINA,DF,24,CPV,2002/11/3,23,180,72,482783,https://digitalhub.fifa.com/transform/b0ebca3f-fcb5-4872-a5ce-a17d0d39a88c/WAGNER-PINA_482783
世界杯小组赛,Group H,2,Cabo Verde,KELVIN PIRES,DF,25,CPV,2000/6/5,26,193,85,482780,https://digitalhub.fifa.com/transform/612ea8e3-613d-4c06-a13b-d7a1de98a43d/KELVIN-PIRES_482780
世界杯小组赛,Group H,2,Cabo Verde,KEVIN PINA,MF,6,CPV,1997/1/27,29,177,81,477852,https://digitalhub.fifa.com/transform/40e5a4a5-c7f0-4b0e-8a6e-d8ffbaa12d29/KEVIN-PINA_477852
世界杯小组赛,Group H,2,Cabo Verde,JOVANE CABRAL,MF,7,CPV,1998/6/14,28,174,72,477856,https://digitalhub.fifa.com/transform/4bc8360c-8ddd-4449-9e5f-a100502763b7/JOVANE-CABRAL_477856
世界杯小组赛,Group H,2,Cabo Verde,JOAO PAULO,MF,8,CPV,1998/5/26,28,180,75,477855,https://digitalhub.fifa.com/transform/18ee15aa-604d-4dea-964e-7b0a73f3f710/JOAO-PAULO_477855
世界杯小组赛,Group H,2,Cabo Verde,JAMIRO MONTEIRO,MF,10,CPV,1993/11/23,32,175,68,401894,https://digitalhub.fifa.com/transform/04f8c613-3779-443b-8aa4-25ed1d3a60f1/JAMIRO-MONTEIRO_401894
世界杯小组赛,Group H,2,Cabo Verde,GARRY RODRIGUES,MF,11,CPV,1990/11/27,35,173,65,373344,https://digitalhub.fifa.com/transform/c8ad756c-e6dc-4458-ad13-d34d2b668c63/GARRY-RODRIGUES_373344
世界杯小组赛,Group H,2,Cabo Verde,DEROY DUARTE,MF,14,CPV,1999/7/4,26,177,69,477827,https://digitalhub.fifa.com/transform/c2a1dda5-24bd-4ef1-8ef4-cde9f3f3b644/DEROY-DUARTE_477827
世界杯小组赛,Group H,2,Cabo Verde,LAROS DUARTE,MF,15,CPV,1997/2/28,29,180,72,480966,https://digitalhub.fifa.com/transform/2650fbd7-f8a2-409e-8b2d-85042a719c52/LAROS-DUARTE_480966
世界杯小组赛,Group H,2,Cabo Verde,YANNICK SEMEDO,MF,16,CPV,1995/12/29,30,176,60,494313,https://digitalhub.fifa.com/transform/7d0c9c98-3bbe-4379-a6e4-df45573f6e90/YANNICK-SEMEDO_494313
世界杯小组赛,Group H,2,Cabo Verde,WILLY SEMEDO,MF,17,CPV,1994/4/27,32,185,69,433724,https://digitalhub.fifa.com/transform/37b3a4c5-6899-487c-892a-1d9791945ba3/WILLY-SEMEDO_433724
世界杯小组赛,Group H,2,Cabo Verde,TELMO ARCANJO,MF,18,CPV,2001/6/21,25,180,78,494314,https://digitalhub.fifa.com/transform/16e60922-64b4-40df-ae20-f53a44891fe9/TELMO-ARCANJO_494314
世界杯小组赛,Group H,2,Cabo Verde,NUNO DA COSTA,MF,21,CPV,1991/2/10,35,182,69,401893,https://digitalhub.fifa.com/transform/a9555196-ece6-4f39-8c07-103e12f4c900/NUNO-DA-COSTA_401893
世界杯小组赛,Group H,2,Cabo Verde,HELIO VARELA,MF,26,CPV,2002/5/3,24,176,72,477849,https://digitalhub.fifa.com/transform/8c4d8ef4-54e9-4144-84c4-d4933b752442/HELIO-VARELA_477849
世界杯小组赛,Group H,2,Cabo Verde,GILSON BENCHIMOL,FW,9,CPV,2001/12/29,24,187,79,477862,https://digitalhub.fifa.com/transform/11269eaf-5399-423a-9e27-934a7058a71d/GILSON-BENCHIMOL_477862
世界杯小组赛,Group H,2,Cabo Verde,DAILON LIVRAMENTO,FW,19,CPV,2001/5/4,25,185,73,482782,https://digitalhub.fifa.com/transform/cded048a-5237-4aac-83d6-cbdbc3fec36f/DAILON-LIVRAMENTO_482782
世界杯小组赛,Group H,2,Cabo Verde,RYAN MENDES,FW,20,CPV,1990/1/8,36,178,70,355642,https://digitalhub.fifa.com/transform/69224c23-3cb2-4d08-967c-0c318328366a/RYAN-MENDES_355642
世界杯小组赛,Group B,2,Canada,Dayne ST. CLAIR,GK,1,CAN,1997/5/9,29,191,88,441255,https://digitalhub.fifa.com/transform/0583604e-3974-45f0-ac6c-cdf0deaabe5c/ST-CLAIR-Dayne_441255
世界杯小组赛,Group B,2,Canada,Maxime CREPEAU,GK,16,CAN,1994/5/11,32,185,86,331732,https://digitalhub.fifa.com/transform/c4570ca7-10a7-44ca-901d-fee1e11e4400/CREPEAU-Maxime_331732
世界杯小组赛,Group B,2,Canada,Owen GOODMAN,GK,18,CAN,2003/11/27,22,193,92,463817,https://digitalhub.fifa.com/transform/a226584e-2566-49be-b8e7-b8e73d3aa127/GOODMAN-Owen_463817
世界杯小组赛,Group B,2,Canada,Alistair JOHNSTON,DF,2,CAN,1998/10/8,27,180,77,441252,https://digitalhub.fifa.com/transform/bd760593-4ed3-405e-b497-f508dbc8bbdf/JOHNSTON-Alistair_441252
世界杯小组赛,Group B,2,Canada,Alfie JONES,DF,3,CAN,1997/10/7,28,191,89,514070,https://digitalhub.fifa.com/transform/59f64291-f9e7-4d71-82cd-e15eb9a91a1c/JONES-Alfie_514070
世界杯小组赛,Group B,2,Canada,Luc DE FOUGEROLLES,DF,4,CAN,2005/10/12,20,183,81,480322,https://digitalhub.fifa.com/transform/5a74297e-1aa4-41fa-a151-782f1211d1a0/DE-FOUGEROLLES-Luc_480322
世界杯小组赛,Group B,2,Canada,Joel WATERMAN,DF,5,CAN,1996/1/24,30,185,73,448402,https://digitalhub.fifa.com/transform/f5b31eb7-c506-4ad3-b857-06c22e1bb263/WATERMAN-Joel_448402
世界杯小组赛,Group B,2,Canada,Derek CORNELIUS,DF,13,CAN,1997/11/25,28,186,87,371958,https://digitalhub.fifa.com/transform/efe78874-6cb4-4156-a6ce-af7c6374d11f/CORNELIUS-Derek_371958
世界杯小组赛,Group B,2,Canada,Moise BOMBITO,DF,15,CAN,2000/3/30,26,190,85,466585,https://digitalhub.fifa.com/transform/2d2bbffa-0dcf-47c1-b681-706566867489/BOMBITO-Moise_466585
世界杯小组赛,Group B,2,Canada,Alphonso DAVIES,DF,19,CAN,2000/11/2,25,183,77,412144,https://digitalhub.fifa.com/transform/4b0a6361-55a2-4bde-82a4-8275181091f5/DAVIES-Alphonso_412144
世界杯小组赛,Group B,2,Canada,Richie LARYEA,DF,22,CAN,1995/1/7,31,175,71,431696,https://digitalhub.fifa.com/transform/612f188f-bb60-45db-8932-fc7dd2ca13ec/LARYEA-Richie_431696
世界杯小组赛,Group B,2,Canada,Niko SIGUR,DF,23,CAN,2003/9/9,22,178,77,485064,https://digitalhub.fifa.com/transform/e0c93e53-1609-4a5c-95be-b4eb0c044003/SIGUR-Niko_485064
世界杯小组赛,Group B,2,Canada,Mathieu CHOINIERE,MF,6,CAN,1999/2/7,27,173,68,448390,https://digitalhub.fifa.com/transform/d74aed0f-7268-4a91-8dc2-13a76e2cdf28/CHOINIERE-Mathieu_448390
世界杯小组赛,Group B,2,Canada,Stephen EUSTAQUIO,MF,7,CAN,1996/12/21,29,175,69,433635,https://digitalhub.fifa.com/transform/1c0650a1-bba7-4998-b6b6-ebddeed58058/EUSTAQUIO-Stephen_433635
世界杯小组赛,Group B,2,Canada,Ismael KONE,MF,8,CAN,2002/6/16,24,188,76,441258,https://digitalhub.fifa.com/transform/51344b42-77de-4109-a167-7723dc1d4dd2/KONE-Ismael_441258
世界杯小组赛,Group B,2,Canada,Liam MILLAR,MF,11,CAN,1999/9/27,26,176,74,441259,https://digitalhub.fifa.com/transform/3f5479a0-7d7d-408f-b9c8-b0185e1d8ae4/MILLAR-Liam_441259
世界杯小组赛,Group B,2,Canada,Jacob SHAFFELBURG,MF,14,CAN,1999/11/26,26,181,73,448411,https://digitalhub.fifa.com/transform/fd23f2a2-eb9d-4232-97ff-03c924d6b24e/SHAFFELBURG-Jacob_448411
世界杯小组赛,Group B,2,Canada,Jonathan OSORIO,MF,21,CAN,1992/6/12,34,175,70,370986,https://digitalhub.fifa.com/transform/982a5ed2-0878-4733-b071-cd7cc532ee37/OSORIO-Jonathan_370986
世界杯小组赛,Group B,2,Canada,Nathan SALIBA,MF,25,CAN,2004/2/7,22,174,80,423941,https://digitalhub.fifa.com/transform/1da64224-0271-489f-bea3-2aaa2e4cdf14/SALIBA-Nathan_423941
世界杯小组赛,Group B,2,Canada,Cyle LARIN,FW,9,CAN,1995/4/17,31,188,92,390670,https://digitalhub.fifa.com/transform/21086aea-3ec5-47b2-a81f-f7316489183a/LARIN-Cyle_390670
世界杯小组赛,Group B,2,Canada,Jonathan DAVID,FW,10,CAN,2000/1/14,26,175,80,441257,https://digitalhub.fifa.com/transform/97ad628a-b97d-4657-ac41-f2a667c534e6/DAVID-Jonathan_441257
世界杯小组赛,Group B,2,Canada,Tani OLUWASEYI,FW,12,CAN,2000/5/15,26,187,82,486929,https://digitalhub.fifa.com/transform/c761fb38-4f2b-47a9-9ede-6bee5f09d6bd/OLUWASEYI-Tani_486929
世界杯小组赛,Group B,2,Canada,Tajon BUCHANAN,FW,17,CAN,1999/2/8,27,183,74,430138,https://digitalhub.fifa.com/transform/a607b6f5-fe42-4a89-9e88-cb9690e4bcd1/BUCHANAN-Tajon_430138
世界杯小组赛,Group B,2,Canada,Ali AHMED,FW,20,CAN,2000/10/10,25,180,75,466687,https://digitalhub.fifa.com/transform/123bdaa9-e54b-4b1c-8fd4-5dac88de915e/AHMED-Ali_466687
世界杯小组赛,Group B,2,Canada,Promise DAVID,FW,24,CAN,2001/7/3,24,195,90,493970,https://digitalhub.fifa.com/transform/5e47f75f-c26f-4a7b-81e5-7957cc1027eb/DAVID-Promise_493970
世界杯小组赛,Group B,2,Canada,Jayden Nelson,FW,26,CAN,2002/9/26,23,170,68,423933,https://digitalhub.fifa.com/transform/11fd224d-e90c-41f4-8497-e387c702f00a/NELSON-Jayden_423933
世界杯小组赛,Group K,1,Colombia,David OSPINA,GK,1,COL,1988/8/31,37,183,80,228686,https://digitalhub.fifa.com/transform/bb1dfed7-fde5-4558-8bf0-fe299883d6fa/OSPINA-David_228686
世界杯小组赛,Group K,1,Colombia,Camilo VARGAS,GK,12,COL,1989/3/9,37,183,84,360642,https://digitalhub.fifa.com/transform/0a3646b6-8b61-4004-a460-0aad23a8ff36/VARGAS-Camilo_360642
世界杯小组赛,Group K,1,Colombia,Alvaro MONTERO,GK,24,COL,1995/3/29,31,201,98,385998,https://digitalhub.fifa.com/transform/b7af4c7c-edc7-483d-a804-068ea864840e/MONTERO-Alvaro_385998
世界杯小组赛,Group K,1,Colombia,Daniel MUNOZ,DF,2,COL,1996/5/26,30,180,74,431200,https://digitalhub.fifa.com/transform/597b88e8-d3ab-4f1f-9ba5-c031478769d3/MUNOZ-Daniel_431200
世界杯小组赛,Group K,1,Colombia,Jhon LUCUMI,DF,3,COL,1998/6/26,28,187,87,441622,https://digitalhub.fifa.com/transform/73d7ea6f-ca50-4665-97cf-4c319351dce6/LUCUMI-Jhon_441622
世界杯小组赛,Group K,1,Colombia,Santiago ARIAS,DF,4,COL,1992/1/13,34,177,76,315614,https://digitalhub.fifa.com/transform/5617bc24-ff35-493b-95f2-22239373414a/ARIAS-Santiago_315614
